Matrix Size,Iteration,Time,MFLOPs,L1 Misses,L2 Misses
600,1,0.188623,2290.28,244646766,39454646
600,2,0.182263,2370.2,244685238,39376904
600,3,0.183197,2358.12,244687859,39372759
600,4,0.186158,2320.61,244691371,39397714
600,5,0.193822,2228.85,244700966,39521954
600,Median,0.186158,2320.61,,
600,Average Time,0.186813,2312.48,,
Matrix Size,Iteration,Time,MFLOPs,L1 Misses,L2 Misses
1000,1,1.03667,1929.26,1223371070,201996089
1000,2,1.02841,1944.74,1223498875,202609759
1000,3,1.03892,1925.08,1223491263,202015654
1000,4,1.38404,1445.04,1223451095,186345252
1000,5,1.13445,1762.97,1223485829,196995090
1000,Median,1.03892,1925.08,,
1000,Average Time,1.1245,1778.57,,
Matrix Size,Iteration,Time,MFLOPs,L1 Misses,L2 Misses
1400,1,3.39417,1616.89,3433011310,580916656
1400,2,3.39047,1618.66,3433265455,581498857
1400,3,3.39102,1618.39,3433286616,581554977
1400,4,3.3905,1618.64,3433232686,582020040
1400,5,3.41521,1606.93,3433253881,580527959
1400,Median,3.39102,1618.39,,
1400,Average Time,3.39628,1615.89,,
Matrix Size,Iteration,Time,MFLOPs,L1 Misses,L2 Misses
1800,1,17.4028,670.237,9087177841,4301275472
1800,2,17.4075,670.054,9087627991,4301795958
1800,3,17.4046,670.169,9087513117,4299824700
1800,4,17.3867,670.856,9087565580,4304737474
1800,5,17.3822,671.031,9087550531,4304093031
1800,Median,17.4028,670.237,,
1800,Average Time,17.3968,670.469,,
Matrix Size,Iteration,Time,MFLOPs,L1 Misses,L2 Misses
2200,1,37.7016,564.856,17641666903,19974705515
2200,2,37.7039,564.822,17641999143,19966093854
2200,3,37.6968,564.929,17642129718,19969266206
2200,4,37.6918,565.004,17642362760,19972534959
2200,5,37.6982,564.908,17642313311,19973857800
2200,Median,37.6982,564.908,,
2200,Average Time,37.6985,564.904,,
Matrix Size,Iteration,Time,MFLOPs,L1 Misses,L2 Misses
2600,1,68.3554,514.254,30869298451,51034886365
2600,2,67.8927,517.758,30870308612,51100320223
2600,3,67.8714,517.921,30870326023,51099490386
2600,4,67.9817,517.081,30870357268,51106211286
2600,5,67.9174,517.57,30870005944,51091427507
2600,Median,67.9174,517.57,,
2600,Average Time,68.0037,516.913,,
Matrix Size,Iteration,Time,MFLOPs,L1 Misses,L2 Misses
3000,1,113.925,473.994,50288769421,98097590098
3000,2,113.914,474.041,50290366814,98109928337
3000,3,118.394,456.105,50289750407,97535228635
3000,4,117.282,460.429,50290183575,97698911338
3000,5,117.246,460.569,50290492951,97710393440
3000,Median,117.246,460.569,,
3000,Average Time,116.152,464.907,,
